UserId,Group,Task,Presentation,NuggetID,UserSummaryNugget
83,1,high,short,83-1-high-08,日本の県別のアルコール消費量には人口比率が関係している
83,1,high,short,83-1-high-09,東京はアルコール消費量が多い
83,1,high,short,83-1-high-10,大阪はアルコール消費量が多い
83,1,high,short,83-1-high-11,大都市圏があるところはアルコール消費量が多い
83,1,high,short,83-1-high-12,佐賀など人口の少ないところはアルコール消費量が少ない
83,1,high,short,83-1-high-13,和歌山など人口の少ないところはアルコール消費量が少ない
83,1,high,short,83-1-high-14,都市も人口比率が関係している
101,1,high,short,101-1-high-01,世界の１日当たりの平均アルコール摂取量は6ミリリットル程度である
101,1,high,short,101-1-high-02,国によって平均アルコール摂取量は異なる
101,1,high,short,101-1-high-03,地域によって平均アルコール摂取量は異なる
101,1,high,short,101-1-high-04,日本の１日当たりの平均アルコール摂取量は20ミリリットル程度である
101,1,high,short,101-1-high-05,都会のほうが飲食店が多い
101,1,high,short,101-1-high-06,都会のほうがアルコール摂取量は多い傾向にある
101,1,high,short,101-1-high-07,田舎でも行事などで多量のアルコールを摂取することがある
101,1,high,short,101-1-high-08,20～40代男性のアルコール摂取量が最も多い
101,1,high,short,101-1-high-09,20～40代男性の１日当たりのアルコール摂取量は20～30ミリリットルとされる
102,1,high,short,102-1-high-01,一人あたりのアルコール消費量が最も多い国はチェコである
102,1,high,short,102-1-high-02,一人あたりのアルコール消費量が最も少ない国はアフガニスタンである
102,1,high,short,102-1-high-03,日本国内で一人あたりのアルコール消費量が最も多いのは秋田県である
103,1,high,short,103-1-high-01,国レベルでの一人当たりのアルコール消費量は世界保健機関が発表しているデータによる。
103,1,high,short,103-1-high-02,日本の一人当たりのアルコール消費量は年間8リットル前後である。
103,1,high,short,103-1-high-03,ヨーロッパ地域では一人当たりのアルコール消費量が特に高い数値が報告されている。
103,1,high,short,103-1-high-04,ベラルーシの一人当たりのアルコール消費量は年間10リットル前後である。
103,1,high,short,103-1-high-05,リトアニアの一人当たりのアルコール消費量は年間10リットル前後である。
103,1,high,short,103-1-high-06,一人当たりのアルコール消費量は年によって変動する。
103,1,high,short,103-1-high-07,世界保健機関の最新のデータを確認すべきである。
103,1,high,short,103-1-high-08,自治体レベルで比較するためには各自治体の統計を確認すべきである。
103,1,high,short,103-1-high-09,音声対話型システムのアクセスに制限がかかっているため自治体の統計情報を入手できなかった。
104,1,high,short,104-1-high-01,1人当たりの飲酒量が多い国としてチェコが挙げられる
104,1,high,short,104-1-high-02,チェコの年間1人当たりの飲酒量は約20Lである
104,1,high,short,104-1-high-03,日本の1人当たりの飲酒量は約8Lである
104,1,high,short,104-1-high-04,日本は1人当たりの飲酒量が平均的な位置づけである
104,1,high,short,104-1-high-05,日本の中で飲酒量の多い都道府県は沖縄県である
104,1,high,short,104-1-high-06,日本の中で飲酒量の多い都道府県は北海道である
104,1,high,short,104-1-high-07,日本の中で飲酒量の多い都道府県は青森県である
104,1,high,short,104-1-high-08,高知県も飲酒量の多い県である
104,1,high,short,104-1-high-09,高知県は常に飲酒量の多い都道府県トップ5に入る
104,1,high,short,104-1-high-10,飲酒量の低い県は奈良県である
104,1,high,short,104-1-high-11,飲酒量の低い県は埼玉県である
104,1,high,short,104-1-high-12,飲酒量の低い県は和歌山県である
105,1,high,short,105-1-high-01,一人当たりのアルコールの消費量が多い国はチェコである
105,1,high,short,105-1-high-02,一人当たりのアルコールの消費量が多い国はドイツである
105,1,high,short,105-1-high-03,一人当たりのアルコールの消費量が多い国はロシアである
105,1,high,short,105-1-high-04,チェコではビールを中心としたアルコールがよく飲まれている
105,1,high,short,105-1-high-05,ドイツではビールを中心としたアルコールがよく飲まれている
105,1,high,short,105-1-high-06,ロシアではウオッカがよく飲まれている
105,1,high,short,105-1-high-07,日本の都市部ではアルコールの摂取量が多くなっている
105,1,high,short,105-1-high-08,東京などの大都市ではアルコールの摂取量が多くなっている
105,1,high,short,105-1-high-09,大阪などの大都市ではアルコールの摂取量が多くなっている
105,1,high,short,105-1-high-10,日本の観光地では訪れた人がアルコールを摂取することで摂取量が多くなっている
105,1,high,short,105-1-high-11,それぞれの詳しい摂取量は各自治体が出している報告書などを参照するとよい
106,1,high,short,106-1-high-01,アルコールの平均消費量は国によって違う
106,1,high,short,106-1-high-02,世界ではヨーロッパのアルコール消費量が高い
106,1,high,short,106-1-high-03,ヨーロッパの中でも東ヨーロッパのアルコール消費量が高い
106,1,high,short,106-1-high-04,ロシアのアルコール消費量が高い
106,1,high,short,106-1-high-05,ドイツのアルコール消費量が高い
106,1,high,short,106-1-high-06,フランスのアルコール消費量が高い
106,1,high,short,106-1-high-07,日本では都市部よりも農村部の方がアルコール消費量が高い
106,1,high,short,106-1-high-08,アルコール消費量は20～40代が最も高い
106,1,high,short,106-1-high-09,アルコール消費量は年齢が上がるにしたがって減っていく
107,1,high,short,107-1-high-01,アルコール消費量は6リットル程度である
107,1,high,short,107-1-high-02,アルコール消費量は国によって違う
107,1,high,short,107-1-high-03,アルコール消費量は文化によって違う
108,1,high,short,108-1-high-01,全世界における成人一人当たりのアルコール年間消費量は約6Lである
108,1,high,short,108-1-high-02,最もアルコールを消費している国はベラルーシである
108,1,high,short,108-1-high-03,ベラルーシの年間アルコール消費量は約14Lである
108,1,high,short,108-1-high-04,最もアルコールを消費していない国は中東の国々である
108,1,high,short,108-1-high-05,最もアルコールを消費していない国はクェートである
108,1,high,short,108-1-high-06,クェートなど中東の国々のアルコール消費量はほぼ0である
108,1,high,short,108-1-high-07,日本におけるアルコール年間消費量は約7～8Lである
108,1,high,short,108-1-high-08,日本で最もアルコールを消費している県は東京都である
108,1,high,short,108-1-high-09,日本で最もアルコールを消費していない県は奈良県である
109,1,high,short,109-1-high-01,日本人の一日で飲んでいいビールの量は一本くらいである
109,1,high,short,109-1-high-02,成人女性は男性よりも10gほど飲酒量が低い
109,1,high,short,109-1-high-03,大都市ほどお酒の消費が多いとされる
109,1,high,short,109-1-high-04,ノンアルにもアルコールは含まれる
110,1,high,short,110-1-high-01,ヨーロッパの地域は一人当たりのアルコール消費量が多い傾向がある
110,1,high,short,110-1-high-02,東欧の地域は一人当たりのアルコール消費量が多い傾向がある
110,1,high,short,110-1-high-03,中東の地域では一人当たりのアルコール消費量が少ない傾向がある
110,1,high,short,110-1-high-04,北アフリカの地域では一人当たりのアルコール消費量が少ない傾向がある
111,1,high,short,111-1-high-01,アルコールの摂取量はベラルーシで多い
111,1,high,short,111-1-high-02,アルコールの摂取量はチェコで多い
111,1,high,short,111-1-high-03,健康志向の高まりによりアルコール摂取量は1980年代を境に下降傾向にある
111,1,high,short,111-1-high-04,適度のアルコール摂取は体に良いこともある
112,1,high,short,112-1-high-01,一人当たりのアルコールの消費量が多い国はロシアである
112,1,high,short,112-1-high-02,一人当たりのアルコールの消費量が多い国はベラルーシである
112,1,high,short,112-1-high-03,ロシアやベラルーシの一人当たりのアルコール消費量は12Lである
112,1,high,short,112-1-high-04,日本の一人当たりのアルコール消費量は8Lである
112,1,high,short,112-1-high-05,日本の一人当たりのアルコール消費量は世界全体の平均値よりやや多い
112,1,high,short,112-1-high-06,都道府県別の一人当たりのアルコール消費量について詳細なデータは公開されていない
112,1,high,short,112-1-high-07,市町村別の一人当たりのアルコール消費量について詳細なデータは公開されていない
113,1,high,short,113-1-high-01,世界のアルコールの一人当たり年間消費量は平均6.2Lである
113,1,high,short,113-1-high-02,ヨーロッパ等ではアルコールの一人当たり年間消費量が世界平均より多い傾向がある
113,1,high,short,113-1-high-03,イスラム教徒の多い国等ではアルコールの一人当たり年間消費量が少ない傾向がある
113,1,high,short,113-1-high-04,日本のアルコールの一人当たり年間消費量は平均8Lである
113,1,high,short,113-1-high-05,日本の北海道は酒造が盛んである
113,1,high,short,113-1-high-06,日本の北海道はアルコール消費量が多い傾向がある
113,1,high,short,113-1-high-07,日本の東北地方は酒造が盛んである
113,1,high,short,113-1-high-08,日本の東北地方はアルコール消費量が多い傾向がある
113,1,high,short,113-1-high-09,九州は焼酎の生産が多い
113,1,high,short,113-1-high-10,九州はアルコール消費量が多い傾向がある
113,1,high,short,113-1-high-11,日本の都市部では地方に比べて仕事後の飲み会などでアルコール消費量が多い傾向がある
114,1,high,short,114-1-high-01,世界保健機関によると成人一人当たりの消費量は約6リットルである
115,1,high,short,115-1-high-01,日本人一人当たりの年間アルコール消費量は8リットルである
115,1,high,short,115-1-high-02,日本人男性の年間アルコール消費量は13から14リットルである
115,1,high,short,115-1-high-03,日本人女性の年間アルコール消費量は4から5リットルである
115,1,high,short,115-1-high-04,日本人の年間アルコール消費量は男女によって大きく異なる
116,1,high,short,116-1-high-01,日本における一人当たりのアルコール摂取量は年間で8Lである
116,1,high,short,116-1-high-02,日本の一人当たりのアルコール摂取量は世界と比較するとやや少なめである
116,1,high,short,116-1-high-03,アルコール摂取量が多い国にはチェコが含まれる
116,1,high,short,116-1-high-04,アルコール摂取量が多い国にはドイツが含まれる
116,1,high,short,116-1-high-05,アルコール摂取量が多い国にはヨーロッパ圏の国々が含まれる
116,1,high,short,116-1-high-06,中東圏の国々はアルコール摂取が制限されている
116,1,high,short,116-1-high-07,サウジアラビアはアルコール摂取が制限されている
116,1,high,short,116-1-high-08,中東圏の国々ではイスラム教の戒律によってアルコール摂取が制限されている
116,1,high,short,116-1-high-09,アルコール摂取が制限されているため中東圏の国々の消費量は少ない
116,1,high,short,116-1-high-10,日本国内では経済活動の盛んな地域ほどアルコール消費量が多い
116,1,high,short,116-1-high-11,日本国内でアルコール消費量が多い地域には東京が含まれる
116,1,high,short,116-1-high-12,日本国内でアルコール消費量が多い地域には大阪が含まれる
116,1,high,short,116-1-high-13,日本国内でアルコール消費量が少ない県は農業がさかんに行われているところが多い
117,1,high,short,117-1-high-01,日本人のアルコール消費量は世界の中で中くらいである
117,1,high,short,117-1-high-02,日本の中でアルコール消費量が多いのは秋田県である
117,1,high,short,117-1-high-03,日本の中でアルコール消費量が多いのは新潟県である
117,1,high,short,117-1-high-04,日本の中でアルコール消費量が多いのは富山県である
117,1,high,short,117-1-high-05,日本の中でアルコール消費量が少ないのは奈良県である
117,1,high,short,117-1-high-06,日本の中でアルコール消費量が少ないのはさいたま県である
117,1,high,short,117-1-high-07,日本人の１年のアルコール消費量は平均で８リットルである
117,1,high,short,117-1-high-08,アルコール消費量が世界で一番多いのはベラルーシである
117,1,high,short,117-1-high-09,ベラルーシの年間アルコール消費量は１５リットルである
118,1,high,short,118-1-high-01,1人当たりのアルコール消費量が多い地域はヨーロッパである
118,1,high,short,118-1-high-02,日本では1人当たりのアルコール消費量が多いのは東京である
118,1,high,short,118-1-high-03,日本では1人当たりのアルコール消費量が多いのは大阪である
118,1,high,short,118-1-high-04,日本では1人当たりのアルコール消費量が多いのは愛知である
119,1,high,short,119-1-high-01,アルコールの消費の平均値が高いのはヨーロッパ諸国である
119,1,high,short,119-1-high-02,アルコールの消費の平均値が低いのは飲酒が禁じられているイスラム国である
119,1,high,short,119-1-high-03,一般的に男性の方が女性より2-3倍多くアルコールを消費するといわれている
119,1,high,short,119-1-high-04,日本国内でアルコールの消費の平均値が高いのは沖縄県である
119,1,high,short,119-1-high-05,日本国内でアルコールの消費の平均値が低いのは奈良県である
119,1,high,short,119-1-high-06,収入の多い少ないでアルコール消費量を図ることは難しい
119,1,high,short,119-1-high-07,富裕層は質の高いお酒を楽しむ傾向がある
119,1,high,short,119-1-high-08,貧困層は質より量を重視する傾向がある
119,1,high,short,119-1-high-09,収入が低いからといって必ずしもアルコール消費量が少ないとは限らない
3,4,high,short,3-4-high-01,2020年の統計では日本人における一人当たりのアルコールの消費量は約8リットルである
3,4,high,short,3-4-high-02,日本人男性における一人当たりのアルコールの消費量は12～15リットルである
3,4,high,short,3-4-high-03,日本人女性における一人当たりのアルコールの消費量は3～5リットルである
3,4,high,short,3-4-high-04,三重県のアルコール消費量データは不明である
3,4,high,short,3-4-high-05,愛知県のアルコール消費量データは不明である
3,4,high,short,3-4-high-06,東京都のアルコール消費量データは不明である
3,4,high,short,3-4-high-07,大阪府のアルコール消費量データは不明である
3,4,high,short,3-4-high-08,日本人女性の消費量データには聞き取りにくさによる誤りの可能性がある
5,4,high,short,5-4-high-01,日本の平均年間アルコール消費量は8リットルである
5,4,high,short,5-4-high-02,チェコの平均年間アルコール消費量は14リットルである
5,4,high,short,5-4-high-03,世界一アルコール消費が多い国はチェコである
5,4,high,short,5-4-high-04,チェコでアルコール消費が多い理由はビールが文化的に根付いてるからである
5,4,high,short,5-4-high-05,チェコでアルコール消費が多い理由はビールが安価だからである
5,4,high,short,5-4-high-06,日本で一番アルコール消費が多い県は新潟県である
5,4,high,short,5-4-high-07,新潟県でアルコール消費が多い理由は日本酒の産地だからである
5,4,high,short,5-4-high-08,日本では北の方がアルコール消費量が多い
5,4,high,short,5-4-high-09,アルコール消費量が多いのは40～50代である
5,4,high,short,5-4-high-10,アルコール消費量が多いのは男性である
6,4,high,short,6-4-high-01,国別の一人当たりアルコール消費量は、ドイツで多い傾向がある
6,4,high,short,6-4-high-02,国別の一人当たりアルコール消費量は、欧州の国々で多い傾向がある
6,4,high,short,6-4-high-03,ドイツではビールの消費が盛んである
6,4,high,short,6-4-high-04,日本国内の都道府県別では、東京の消費量が多い傾向がある
6,4,high,short,6-4-high-05,日本国内の都道府県別では、大阪の消費量が多い傾向がある
6,4,high,short,6-4-high-06,日本国内の都道府県別では、北海道の消費量が多い傾向がある
6,4,high,short,6-4-high-07,日本国内の都道府県別では、人口の多い都道府県の消費量が多い傾向がある
6,4,high,short,6-4-high-08,人口の多い都道府県で消費量が多い理由は、交流の場で飲酒する機会が多いためである
10,4,high,short,10-4-high-01,日本におけるアルコールの消費量は年間8リットルである
10,4,high,short,10-4-high-02,日本の北部のアルコール消費量が多い
10,4,high,short,10-4-high-03,日本の北海道のアルコール消費量が多い
10,4,high,short,10-4-high-04,ヨーロッパのアルコール消費量が多い
10,4,high,short,10-4-high-05,アルコール消費量は宗教の影響も受ける
10,4,high,short,10-4-high-06,イスラム諸国のアルコール消費が少ない
14,4,high,short,14-4-high-01,一人当たりのアルコール消費量が多いのはベラルーである
14,4,high,short,14-4-high-02,一人当たりのアルコール消費量が多いのはリトアニアである
14,4,high,short,14-4-high-03,一人当たりのアルコール消費量が多いのはヨーロッパ諸国である
14,4,high,short,14-4-high-04,ヨーロッパではビールなどのお酒を積極的に消費する文化がある
14,4,high,short,14-4-high-05,ヨーロッパではアルコール消費量が高い傾向にある
14,4,high,short,14-4-high-06,日本は世界ランキングで中ぐらいの順位である
14,4,high,short,14-4-high-07,都道府県ごとにアルコール消費量に若干の違いが見られる
14,4,high,short,14-4-high-08,市町村ごとにアルコール消費量に若干の違いが見られる
14,4,high,short,14-4-high-09,都市部でアルコールが多く消費されている傾向がある
14,4,high,short,14-4-high-10,観光地でアルコールが多く消費されている傾向がある
14,4,high,short,14-4-high-11,二日酔いを防ぐためには水分補給が効果的である
14,4,high,short,14-4-high-12,二日酔いを防ぐためには十分な休息をとることが効果的である
16,4,high,short,16-4-high-01,一人当たりのアルコールの消費量は国によって違いがある
16,4,high,short,16-4-high-02,一人当たりのアルコールの消費量は年間約6ℓ程といわれている
18,4,high,short,18-4-high-01,アルコールの消費量は一人当たり6リットルである
18,4,high,short,18-4-high-02,男性は年間20リットルのアルコールを消費している
18,4,high,short,18-4-high-03,女性は年間8リットルのアルコールを消費している
18,4,high,short,18-4-high-04,アルコールの消費量には個人差がある
18,4,high,short,18-4-high-05,アルコールの消費量が一番多い県は新潟である
18,4,high,short,18-4-high-06,アルコールの消費量が一番少ない県は奈良県である
26,4,high,short,26-4-high-01,日本は年間で純アルコールの消費量が8リットルである
26,4,high,short,26-4-high-02,アメリカは年間で純アルコールの消費量が9リットルである
26,4,high,short,26-4-high-03,ロシアは年間で純アルコールの消費量が11リットルである
26,4,high,short,26-4-high-04,中国は年間で純アルコールの消費量が7リットルである
26,4,high,short,26-4-high-05,日本国内でアルコールへの消費額が最も多いのは東京都である
26,4,high,short,26-4-high-06,日本国内でアルコールの消費量が最も多いのは新潟県である
27,4,high,short,27-4-high-01,日本人一人あたりの平均アルコール摂取量は約6リットルである
27,4,high,short,27-4-high-02,日本では新潟県がアルコールをよく飲む地域である
27,4,high,short,27-4-high-03,外国ではベラルーシでアルコールがよく飲まれている
27,4,high,short,27-4-high-04,ベラルーシでは日本の3倍以上のアルコールが消費されている
28,4,high,short,28-4-high-01,埼玉県での一人当たりのアルコールの消費量はわからない
28,4,high,short,28-4-high-02,日本人の一人当たりのアルコールの消費量は約8リットル程度とされている
28,4,high,short,28-4-high-03,一人当たりのアルコール消費量はアルコール全般の消費量を成人によって割ったものである
28,4,high,short,28-4-high-04,一人当たりのアルコール消費量は調査機関によって若干の変動がある
29,4,high,short,29-4-high-01,一人当たりのアルコール消費量は国別ではヨーロッパが一番多い
29,4,high,short,29-4-high-02,日本の一人当たりのアルコール消費量は中程度と言われている
29,4,high,short,29-4-high-03,日本国内では一人当たりのアルコール消費量のデータは取れていない
29,4,high,short,29-4-high-04,日本国内の一人当たりのアルコール消費量はわからない
31,4,high,short,31-4-high-01,世界の平均のアルコール消費量は6リットルである
31,4,high,short,31-4-high-02,日本の平均アルコール消費量は8リットルである
31,4,high,short,31-4-high-03,ヨーロッパの国は日本よりもアルコール消費量が多い
31,4,high,short,31-4-high-04,ドイツなどのヨーロッパの国では12リットルが消費されている
38,4,high,short,38-4-high-01,日本におけるアルコール平均消費量は約8リットルである
38,4,high,short,38-4-high-02,日本の男性のアルコール平均消費量は20リットルである
38,4,high,short,38-4-high-03,日本の女性のアルコール平均消費量は4.6リットルである
38,4,high,short,38-4-high-04,兵庫県のアルコール平均消費量のデータはない
38,4,high,short,38-4-high-05,大阪府のアルコール平均消費量のデータはない
38,4,high,short,38-4-high-06,東京都のアルコール平均消費量のデータはない
42,4,high,short,42-4-high-01,一般的なアルコール消費量は男性がドリンク2杯である
42,4,high,short,42-4-high-02,一般的なアルコール消費量は女性がドリンク1杯である
42,4,high,short,42-4-high-03,一般的なアルコール消費量はアルコール含量に換算すると14gに相当する
42,4,high,short,42-4-high-04,国によってアルコール消費量は異なる
42,4,high,short,42-4-high-05,地域によってアルコール消費量は異なる
42,4,high,short,42-4-high-06,各国が推奨するガイドラインでアルコール消費量を確認することが勧められる
48,4,high,short,48-4-high-01,１人当たりのアルコールの消費量は世界ではベラルーシが一番である
48,4,high,short,48-4-high-02,日本国内では１人当たりのアルコールの消費量が長野県が１番である
48,4,high,short,48-4-high-03,日本で最もよく飲まれているアルコール飲料はビールである
48,4,high,short,48-4-high-04,成人男性の約８割がアルコールをたしなむと言われている
48,4,high,short,48-4-high-05,成人女性の約２割がアルコールをたしなむと言われている
54,4,high,short,54-4-high-01,日本人の一人当たりのアルコール消費量は8Lである
54,4,high,short,54-4-high-02,日本国内でアルコール消費量が多い県は新潟県である
54,4,high,short,54-4-high-03,日本国内でアルコール消費量が多い県は長野県である
54,4,high,short,54-4-high-04,新潟県は日本酒の製造が盛んである
54,4,high,short,54-4-high-05,長野県は日本酒の製造が盛んである
54,4,high,short,54-4-high-06,日本酒の製造が盛んな県はアルコール消費量が多い傾向にある
54,4,high,short,54-4-high-07,国別ではヨーロッパでビールの消費量が多い
54,4,high,short,54-4-high-08,チェコでビールの消費量が多い
54,4,high,short,54-4-high-09,ドイツでビールの消費量が多い
54,4,high,short,54-4-high-10,リトアニアでビールの消費量が多い
54,4,high,short,54-4-high-11,アジアはアルコール消費量が少ない傾向がある
55,4,high,short,55-4-high-01,一人当たりのアルコールの消費量が多い国はベラルーシである
55,4,high,short,55-4-high-02,一人当たりのアルコールの消費量が多い国はモルドバである
55,4,high,short,55-4-high-03,一人当たりのアルコールの消費量が多い国はリトアニアである
55,4,high,short,55-4-high-04,ベラルーシ、モルドバ、リトアニアでアルコール消費量が多いのは歴史的背景が影響している
55,4,high,short,55-4-high-05,ベラルーシ、モルドバ、リトアニアでアルコール消費量が多いのは文化的習慣が影響している
55,4,high,short,55-4-high-06,アジア全体の一人当たりのアルコール消費量は低い
55,4,high,short,55-4-high-07,日本の都道府県別でアルコール摂取量が多いのは秋田である
55,4,high,short,55-4-high-08,日本の都道府県別でアルコール摂取量が多いのは沖縄である
55,4,high,short,55-4-high-09,日本の都道府県別でアルコール摂取量が多いのは新潟である
56,4,high,short,56-4-high-01,日本の1人当たりのアルコール年間平均消費量は8ℓである
56,4,high,short,56-4-high-02,アメリカの1人当たりのアルコール年間平均消費量は9ℓである
56,4,high,short,56-4-high-03,日本の都道府県の中で1人当たりのアルコール年間平均消費量が多いところは長野県である
56,4,high,short,56-4-high-04,長野県の1人当たりのアルコール年間平均消費量は108ℓである
56,4,high,short,56-4-high-05,日本の都道府県の中で1人当たりのアルコール年間平均消費量が少ないところは奈良県である
56,4,high,short,56-4-high-06,奈良県の1人当たりのアルコール年間平均消費量は60ℓである
58,4,high,short,58-4-high-01,アルコールの平均消費量は公開されていないことが多い
58,4,high,short,58-4-high-02,総務省などがアルコール消費量をまとめている
58,4,high,short,58-4-high-03,総務省などのデータがアルコール消費量の参考になるかもしれない
58,4,high,short,58-4-high-04,国レベルでみたアルコールの消費量はWHOが調査している
58,4,high,short,58-4-high-05,WHOによるとチェコが国レベルで最もアルコール消費量が多い
58,4,high,short,58-4-high-06,イスラム教の影響が強い国はアルコール消費量が少ない
58,4,high,short,58-4-high-07,世界レベルで見た日本のアルコール消費量は中程度の位置にある
58,4,high,short,58-4-high-08,日本の中で一番アルコール消費量が多いのは沖縄県である
58,4,high,short,58-4-high-09,日本の中で一番アルコール消費量が少ないのは奈良県である
58,4,high,short,58-4-high-10,アルコール消費量は年度により変動する
58,4,high,short,58-4-high-11,アルコール消費量は調査により変動する
58,4,high,short,58-4-high-12,東京は人口が多い
58,4,high,short,58-4-high-13,大阪は人口が多い
58,4,high,short,58-4-high-14,神奈川県は人口が多い
58,4,high,short,58-4-high-15,東京は際立ってアルコール消費量が多いわけではない
58,4,high,short,58-4-high-16,大阪は際立ってアルコール消費量が多いわけではない
58,4,high,short,58-4-high-17,神奈川県は際立ってアルコール消費量が多いわけではない
60,4,high,short,60-4-high-01,一人当たりのアルコールの消費量は世界の平均で年間6リットルである
60,4,high,short,60-4-high-02,地域によって一人当たりのアルコール消費量に差がある
60,4,high,short,60-4-high-03,ヨーロッパは一人当たりのアルコール消費量が多い傾向にある
60,4,high,short,60-4-high-04,アジアは一人当たりのアルコール消費量が少ない傾向にある
60,4,high,short,60-4-high-05,中近東は一人当たりのアルコール消費量が少ない傾向にある
60,4,high,short,60-4-high-06,日本国内の地域ごとのアルコール消費量の差については統計がないので分からない
60,4,high,short,60-4-high-07,日本では比較的都市部のアルコール消費量が多いと言われている
62,4,high,short,62-4-high-01,WHOの統計によると国別のアルコール消費量が示されている
62,4,high,short,62-4-high-02,ベラルーシはアルコール消費量が多い国である
62,4,high,short,62-4-high-03,リトアニアはアルコール消費量が多い国である
62,4,high,short,62-4-high-04,ドイツはアルコール消費量が多い国である
62,4,high,short,62-4-high-05,中東諸国では宗教的な理由からアルコール消費量が少ない
62,4,high,short,62-4-high-06,日本の都道府県別の一人当たりアルコール消費量ランキングはあまり詳しいものがない
62,4,high,short,62-4-high-07,東京はアルコール消費量が多い
62,4,high,short,62-4-high-08,大阪はアルコール消費量が多い
62,4,high,short,62-4-high-09,観光地はアルコール消費量が多い
62,4,high,short,62-4-high-10,九州などはアルコール消費量が多い
62,4,high,short,62-4-high-11,酒造組合のデータを調べると詳しい情報が得られる
62,4,high,short,62-4-high-12,国税庁のデータを調べると詳しい情報が得られる
62,4,high,short,62-4-high-13,都道府県のデータを調べると詳しい情報が得られる
62,4,high,short,62-4-high-14,市町村レベルについてのアルコール消費量の統計データは存在しないと思われる
67,4,high,short,67-4-high-01,アルコールの消費量は国等の文化によって差があることが分かっている
67,4,high,short,67-4-high-02,アルコールの消費量は気候によって差があることが分かっている
67,4,high,short,67-4-high-03,お酒を飲むグループ構成によって経済的な余裕度などの差がある
67,4,high,short,67-4-high-04,お酒を飲むグループ構成によって消費量が異なっている
67,4,high,short,67-4-high-05,二日酔いになる原因として色の濃いお酒で多く発生する傾向がある
67,4,high,short,67-4-high-06,二日酔いになる原因の色の濃いお酒にはウィスキーがある
67,4,high,short,67-4-high-07,二日酔いになる原因の色の濃いお酒には赤ワインなどがある
67,4,high,short,67-4-high-08,二日酔いとアルコール消費量を直接結び付けるのは困難である
71,4,high,short,71-4-high-01,アルコールの平均消費量について都道府県ごとのデータは公開されていない
71,4,high,short,71-4-high-02,日本での年間の平均アルコール消費量は１人あたり８リットルである
71,4,high,short,71-4-high-03,ヨーロッパよりもアジアのほうがアルコール消費量が少ない傾向にある
71,4,high,short,71-4-high-04,ヨーロッパより中東のほうがアルコール消費量が少ない傾向にある
71,4,high,short,71-4-high-05,イギリスでは年間の平均アルコール消費量は１０リットルである
71,4,high,short,71-4-high-06,アメリカでは年間の平均アルコール消費量は９リットルである
71,4,high,short,71-4-high-07,韓国では年間の平均アルコール消費量は９リットルである
72,4,high,short,72-4-high-01,一人あたりのアルコール消費量の国内県別データは存在しない
72,4,high,short,72-4-high-02,世界の一人あたりアルコール消費量データはWHOの報告書がある
72,4,high,short,72-4-high-03,アルコール摂取量の多い地域は東ヨーロッパである
72,4,high,short,72-4-high-04,東ヨーロッパの一人あたりアルコール消費量は15リットル以上である
72,4,high,short,72-4-high-05,アルコール摂取量の少ない地域は中東である
72,4,high,short,72-4-high-06,中東の一人あたりアルコール消費量は1リットル未満である
72,4,high,short,72-4-high-07,日本の一人あたりアルコール消費量は8リットルである
72,4,high,short,72-4-high-08,日本は世界の中で中程度の位置にある
73,4,high,short,73-4-high-01,チェコはビールの消費量が多い国である
73,4,high,short,73-4-high-02,ドイツはビールの消費量が多い国である
73,4,high,short,73-4-high-03,オーストリアはビールの消費量が多い国である
73,4,high,short,73-4-high-04,フランスはワインの消費量が多い国である
73,4,high,short,73-4-high-05,イタリアはワインの消費量が多い国である
73,4,high,short,73-4-high-06,スペインはワインの消費量が多い国である
73,4,high,short,73-4-high-07,ロシアはウォッカの消費量が多い国である
73,4,high,short,73-4-high-08,中東ではアルコール消費が少ない
73,4,high,short,73-4-high-09,中東でアルコール消費が少ない理由は文化が影響している
73,4,high,short,73-4-high-10,中東でアルコール消費が少ない理由は宗教が影響している
73,4,high,short,73-4-high-11,中東でアルコール消費が少ない理由は法律などでの規制が影響している
73,4,high,short,73-4-high-12,日本では各自治体などでアルコール消費量の統計を取っている
73,4,high,short,73-4-high-13,日本では都市部でのアルコール消費量が多い
73,4,high,short,73-4-high-14,東京など人口が多い地域では飲食店が多い
73,4,high,short,73-4-high-15,大阪など人口が多い地域では飲食店が多い
73,4,high,short,73-4-high-16,東京など人口が多い地域では外食などアルコール摂取の機会が増える
73,4,high,short,73-4-high-17,東京など人口が多い地域では飲み会などアルコール摂取の機会が増える
73,4,high,short,73-4-high-18,大阪など人口が多い地域では外食などアルコール摂取の機会が増える
73,4,high,short,73-4-high-19,大阪など人口が多い地域では飲み会などアルコール摂取の機会が増える
73,4,high,short,73-4-high-20,農村部などではアルコール消費量が下がる
73,4,high,short,73-4-high-21,郊外などではアルコール消費量が下がる
81,4,high,short,81-4-high-01,世界でアルコールにかける金額が多い国はチェコである
81,4,high,short,81-4-high-02,日本で最もアルコールにかける金額が多い県は東京都である
81,4,high,short,81-4-high-03,日本では若年層がアルコールにかける金額が多い傾向がある
85,4,high,short,85-4-high-01,日本人のアルコール消費量はおおよそ一日20グラムである
85,4,high,short,85-4-high-02,アルコール消費量には個人差があり上下する
86,4,high,short,86-4-high-01,一人当たりのアルコールの消費量を国別に比較すると個人差がある
